,bt,km,transmission,ownerNo,oem,model,modelYear,price_in_lakhs,Insurance Validity,Fuel Type,Seats,Safety_count,top_features_count,Color,No of Cylinder,Turbo Charger,Super Charger,City,Power
4154,MUV,60000,Manual,1,Toyota,Toyota Innova Crysta,2019,17.5,third party insurance,Diesel,7,31,9,White,4.0,yes,no,Delhi,147.51
4155,Hatchback,92543,Manual,1,Maruti,Maruti Swift,2012,3.0,comprehensive,Petrol,5,21,8,Silver,4.0,no,no,Delhi,81.8
4156,Sedan,28000,Automatic,1,Audi,Audi A6,2015,15.0,comprehensive,Diesel,5,31,9,White,4.0,yes,no,Delhi,174.33
4157,Hatchback,95525,Manual,2,Hyundai,Hyundai i10,2011,1.78,comprehensive,Petrol,5,10,8,Silver,4.0,no,no,Delhi,78.9
4158,SUV,3200,Manual,1,Kia,Kia Seltos,2020,13.25,comprehensive,Diesel,5,28,9,Grey,4.0,yes,no,Delhi,113.43
4159,MUV,9000,Automatic,1,Toyota,Toyota Innova Crysta,2022,26.0,comprehensive,Petrol,7,33,9,White,4.0,no,no,Delhi,163.6
4160,SUV,31000,Automatic,1,Jeep,Jeep Compass,2022,31.0,comprehensive,Diesel,5,39,9,White,4.0,no,no,Delhi,167.67
4161,SUV,23000,Manual,1,Maruti,Maruti Brezza,2022,9.45,comprehensive,Petrol,5,26,9,Silver,4.0,no,no,Delhi,101.65
4162,Hatchback,2700,Manual,1,Maruti,Maruti Swift,2023,7.0,comprehensive,Petrol,5,26,9,White,4.0,no,no,Delhi,88.5
4163,Hatchback,30000,Manual,1,Hyundai,Hyundai Grand i10,2015,3.99,comprehensive,Petrol,5,17,9,White,4.0,no,no,Delhi,82.0
4164,SUV,130000,Automatic,2,Ford,Ford Ecosport,2017,5.56,third party insurance,Petrol,5,33,9,Black,3.0,no,no,Delhi,121.36
4165,SUV,60000,Manual,1,Mahindra,Mahindra XUV500,2016,8.95,third party insurance,Diesel,7,21,9,Others,4.0,yes,no,Delhi,140.0
4166,Hatchback,12400,Manual,2,Chevrolet,Chevrolet Spark,2009,89.0,comprehensive,Petrol,5,11,8,Grey,4.0,no,no,Delhi,62.0
4167,Hatchback,79000,Manual,2,Volkswagen,Volkswagen Polo,2014,3.33,third party,Diesel,5,20,9,Orange,4.0,yes,no,Delhi,88.8
4168,Sedan,32000,Automatic,3,Honda,Honda Civic,2020,14.0,comprehensive,Petrol,5,33,9,Silver,4.0,no,no,Delhi,139.46
4169,Hatchback,39368,Manual,1,Volkswagen,Volkswagen Polo,2011,3.24,comprehensive,Petrol,5,16,9,Blue,3.0,no,no,Delhi,73.9
4170,Hatchback,49597,Manual,1,Hyundai,Hyundai i20,2013,3.59,comprehensive,Petrol,5,15,9,Silver,4.0,no,no,Delhi,82.9
4171,Sedan,70000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2011,9.5,comprehensive,Petrol,5,27,9,White,4.0,no,no,Delhi,185.0
4172,Hatchback,34174,Automatic,1,Maruti,Maruti Alto K10,2016,3.48,comprehensive,Petrol,5,19,9,Silver,3.0,no,no,Delhi,67.05
4173,Hatchback,11171,Manual,1,Maruti,Maruti Ignis,2021,5.32,zero dep,Petrol,5,22,8,Blue,4.0,no,no,Delhi,81.8
4174,SUV,68000,Automatic,1,Audi,Audi Q7,2014,19.25,third party insurance,Diesel,7,31,9,White,6.0,yes,no,Delhi,241.4
4175,Sedan,62545,Manual,1,Honda,Honda City,2010,2.28,third party,Petrol,5,20,9,Silver,4.0,no,no,Delhi,118.0
4176,Hatchback,94480,Manual,1,Maruti,Maruti Wagon R,2016,2.95,comprehensive,Petrol,5,25,9,Grey,3.0,no,no,Delhi,67.05
4177,Hatchback,19299,Manual,1,Maruti,Maruti Alto 800,2017,2.97,comprehensive,Petrol,5,13,8,Silver,3.0,no,no,Delhi,47.33
4178,Sedan,60000,Manual,1,Honda,Honda City,2010,3.5,third party insurance,Petrol,5,20,9,Others,4.0,no,no,Delhi,118.0
4179,SUV,34000,Automatic,2,Hyundai,Hyundai Creta,2017,10.0,third party insurance,Diesel,5,24,9,White,4.0,yes,no,Delhi,126.2
4180,Hatchback,30000,Manual,1,Tata,Tata Tiago,2020,3.6,third party insurance,Petrol,5,15,8,Red,3.0,no,no,Delhi,84.82
4181,SUV,55000,Automatic,1,Audi,Audi Q5,2017,18.5,third party insurance,Diesel,5,29,9,White,4.0,yes,no,Delhi,174.3
4182,Sedan,120000,Automatic,1,Maruti,Maruti Swift Dzire,2020,5.8,third party insurance,Petrol,5,29,9,Others,4.0,no,no,Delhi,81.8
4183,SUV,70000,Manual,2,Ford,Ford Ecosport,2017,6.5,third party insurance,Petrol,5,20,9,White,4.0,no,no,Delhi,110.4
4184,SUV,40000,Automatic,2,MG,MG Hector,2019,14.3,third party insurance,Petrol,5,38,9,Others,4.0,yes,no,Delhi,141.0
4185,Sedan,120000,Automatic,2,Hyundai,Hyundai Verna,2014,4.15,third party insurance,Diesel,5,22,9,Others,4.0,yes,no,Delhi,126.32
4186,Hatchback,70000,Manual,2,Hyundai,Hyundai i10,2009,95.0,third party insurance,Petrol,5,10,8,Others,4.0,no,no,Delhi,78.9
4187,SUV,1500,Automatic,1,Maruti,Maruti FRONX,2023,12.5,comprehensive,Petrol,5,11,8,White,3.0,no,no,Delhi,98.69
4188,SUV,30000,Automatic,1,MG,MG Hector,2020,16.0,third party insurance,Petrol,5,38,9,Others,4.0,yes,no,Delhi,141.0
4189,Sedan,53464,Automatic,1,Honda,Honda City,2016,6.61,comprehensive,Petrol,5,22,9,White,4.0,no,no,Delhi,117.3
4190,Hatchback,43216,Manual,2,Hyundai,Hyundai Grand i10,2016,3.98,third party insurance,Petrol,5,16,8,Silver,4.0,no,no,Delhi,82.0
4191,SUV,70000,Manual,1,Tata,Tata Safari Storme,2014,3.5,third party insurance,Diesel,7,15,8,White,4.0,yes,no,Delhi,138.1
4192,Hatchback,16372,Manual,1,Tata,Tata Tiago,2022,7.0,third party,CNG,5,22,9,White,3.0,no,no,Delhi,72.0
4193,Hatchback,14515,Manual,1,Hyundai,Hyundai Grand i10,2018,4.57,third party,Petrol,5,23,9,Silver,4.0,no,no,Delhi,81.86
4194,Sedan,30000,Automatic,1,Hyundai,Hyundai Verna,2019,10.0,third party insurance,Petrol,5,29,9,Others,4.0,no,no,Delhi,121.3
4195,Hatchback,85617,Manual,1,Maruti,Maruti Swift,2012,2.95,third party,Petrol,5,15,8,Silver,4.0,no,no,Delhi,85.8
4196,SUV,70000,Automatic,1,MG,MG Gloster,2021,34.5,third party insurance,Diesel,6,41,9,Others,4.0,twin,no,Delhi,215.01
4197,Hatchback,76605,Manual,1,Maruti,Maruti Wagon R,2010,1.96,comprehensive,Petrol,5,16,9,Blue,3.0,no,no,Delhi,67.1
4198,SUV,20000,Manual,2,Kia,Kia Seltos,2021,9.25,third party insurance,Petrol,5,28,9,Gray,4.0,no,no,Delhi,113.43
4199,SUV,10000,Manual,1,Kia,Kia Sonet,2022,11.0,third party insurance,Petrol,5,30,9,White,3.0,yes,no,Delhi,118.36
4200,Hatchback,70000,Manual,1,Chevrolet,Chevrolet Beat,2015,1.1,third party insurance,Diesel,5,9,8,Others,3.0,yes,no,Delhi,56.3
4201,Hatchback,80000,Manual,3,Hyundai,Hyundai Grand i10,2017,3.8,third party insurance,Diesel,5,23,9,Others,3.0,no,no,Delhi,73.97
4202,SUV,4900,Automatic,1,Mahindra,Mahindra Thar,2023,18.75,third party insurance,Diesel,4,24,9,Grey,4.0,yes,no,Delhi,130.0
4203,Hatchback,55000,Manual,1,Maruti,Maruti Swift,2017,4.35,comprehensive,Petrol,5,16,8,Grey,4.0,no,no,Delhi,81.8
4204,SUV,20000,Manual,2,Kia,Kia Seltos,2021,9.25,third party insurance,Petrol,5,28,9,Gray,4.0,no,no,Delhi,113.43
4205,SUV,35000,Automatic,0,Land Rover,Land Rover Range Rover Sport,2018,1.03,third party insurance,Diesel,5,28,9,White,6.0,yes,no,Delhi,255.0
4206,Hatchback,22000,Automatic,2,Mini,Mini Cooper,2014,20.0,comprehensive,Petrol,4,24,9,White,4.0,yes,no,Delhi,181.0
4207,SUV,45000,Manual,1,Mahindra,Mahindra Scorpio Classic,2022,17.75,third party insurance,Diesel,7,20,9,Black,4.0,yes,no,Delhi,130.07
4208,Sedan,26000,Automatic,1,Honda,Honda Amaze,2019,7.4,third party insurance,Petrol,5,27,9,Grey,4.0,no,no,Delhi,88.76
4209,Hatchback,21387,Manual,1,Maruti,Maruti Alto 800,2018,3.08,third party insurance,Petrol,5,13,8,Silver,3.0,no,no,Delhi,47.33
4210,Hatchback,64568,Manual,1,Maruti,Maruti Swift,2018,5.09,comprehensive,Petrol,5,26,9,White,4.0,no,no,Delhi,88.5
4211,SUV,25000,Automatic,1,Volkswagen,Volkswagen Taigun,2022,17.25,zero dep,Petrol,5,32,9,Grey,3.0,yes,no,Delhi,113.98
4212,Hatchback,73568,Manual,1,Maruti,Maruti Swift,2012,3.05,comprehensive,Petrol,5,26,9,Black,4.0,no,no,Delhi,88.5
4213,Hatchback,87755,Manual,1,Maruti,Maruti Swift,2014,3.49,comprehensive,Petrol,5,24,9,White,4.0,no,no,Delhi,81.8
4214,SUV,34000,Automatic,1,Jeep,Jeep Compass,2021,19.2,comprehensive,Diesel,5,23,9,Silver,4.0,yes,no,Delhi,173.0
4215,Hatchback,25319,Automatic,1,Hyundai,Hyundai i20 N Line,2021,9.01,zero dep,Petrol,5,31,9,Silver,3.0,yes,no,Delhi,118.41
4216,SUV,11000,Manual,1,Mahindra,Mahindra Thar,2022,15.75,third party,Petrol,4,24,9,Grey,4.0,yes,no,Delhi,150.0
4217,Hatchback,23051,Automatic,1,Maruti,Maruti Ignis,2020,6.51,comprehensive,Petrol,5,23,9,Blue,4.0,no,no,Delhi,81.8
4218,SUV,4200,Automatic,1,MG,MG Hector,2021,19.0,comprehensive,Petrol,5,32,9,White,4.0,yes,no,Delhi,141.0
4219,Hatchback,80000,Manual,3,Maruti,Maruti Swift,2012,3.0,third party insurance,Petrol,5,15,8,Others,4.0,no,no,Delhi,85.8
4220,Hatchback,20000,Manual,1,Hyundai,Hyundai Santro,2021,5.3,third party insurance,Petrol,5,20,9,Others,4.0,no,no,Delhi,68.05
4221,MUV,70123,Manual,1,Toyota,Toyota Innova Crysta,2018,15.75,comprehensive,Diesel,8,29,9,Falsa Colour,4.0,yes,no,Delhi,147.51
4222,Sedan,71156,Automatic,1,Honda,Honda City,2016,7.35,comprehensive,Petrol,5,23,9,Cherry,4.0,no,no,Delhi,117.3
4223,Hatchback,10000,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2021,7.01,third party insurance,Petrol,5,24,9,Others,4.0,no,no,Delhi,81.86
4224,MUV,80000,Manual,1,Maruti,Maruti Ertiga,2015,5.5,third party insurance,Diesel,7,20,9,Others,4.0,yes,no,Delhi,88.76
4226,Sedan,30000,Manual,1,Fiat,Fiat Linea,2009,1.2,third party insurance,Petrol,5,15,9,Black,4.0,no,no,Delhi,88.7
4227,Hatchback,36000,Automatic,1,Honda,Honda Brio,2017,4.9,third party insurance,Petrol,5,21,9,Red,4.0,no,no,Delhi,86.8
4228,Hatchback,50000,Manual,3,Renault,Renault KWID,2017,2.05,third party insurance,Petrol,5,15,9,Gray,3.0,no,no,Delhi,53.3
4229,SUV,30211,Manual,1,Mahindra,Mahindra XUV300,2022,10.13,zero dep,Diesel,5,25,9,Black,4.0,yes,no,Delhi,115.0
4230,SUV,16291,Automatic,1,Mahindra,Mahindra XUV700,2022,27.0,third party,Diesel,7,27,9,Silver,4.0,yes,no,Delhi,182.38
4231,Sedan,40000,Manual,1,Honda,Honda Amaze,2019,6.15,third party insurance,Petrol,5,28,9,White,4.0,no,no,Delhi,88.76
4232,Hatchback,72368,Manual,2,Maruti,Maruti Baleno,2016,4.33,comprehensive,Petrol,5,24,9,Orange,4.0,no,no,Delhi,83.1
4233,SUV,51260,Manual,2,Honda,Honda WR-V,2018,6.07,third party,Diesel,5,27,9,Silver,4.0,yes,no,Delhi,98.6
4234,Hatchback,30000,Manual,2,Honda,Honda Brio,2013,3.1,third party insurance,Petrol,5,16,9,White,4.0,no,no,Delhi,86.8
4235,Hatchback,79166,Manual,1,Hyundai,Hyundai i20,2018,5.64,comprehensive,Petrol,5,28,9,White,4.0,no,no,Delhi,81.83
4236,Sedan,120000,Automatic,2,BMW,BMW 3 Series GT,2016,15.0,third party insurance,Diesel,5,33,9,Black,4.0,yes,no,Delhi,188.0
4237,MUV,10512,Manual,1,Datsun,Datsun GO Plus,2021,5.24,third party,Petrol,7,25,9,White,3.0,no,no,Delhi,67.05
4238,Sedan,110000,Automatic,2,BMW,BMW 3 Series GT,2016,15.0,third party insurance,Diesel,5,33,9,Black,4.0,yes,no,Delhi,188.0
4239,Hatchback,70000,Manual,2,Honda,Honda Jazz,2015,3.45,third party insurance,Petrol,5,22,9,Gray,4.0,no,no,Delhi,88.7
4240,SUV,30000,Manual,1,Hyundai,Hyundai Creta,2017,6.9,third party insurance,Petrol,5,23,9,Red,4.0,no,no,Delhi,121.3
4241,Hatchback,50000,Manual,1,Tata,Tata Altroz,2021,7.3,third party insurance,Petrol,5,26,9,Others,3.0,no,no,Delhi,86.83
4242,SUV,100000,Manual,1,Ford,Ford Ecosport,2017,5.4,third party insurance,Diesel,5,27,9,Others,4.0,yes,no,Delhi,98.96
4243,Hatchback,40000,Manual,1,Hyundai,Hyundai EON,2014,2.1,third party insurance,Petrol,5,12,8,Others,3.0,no,no,Delhi,55.2
4244,SUV,74000,Manual,1,Hyundai,Hyundai Creta,2018,9.35,third party,Diesel,5,29,9,Black,4.0,no,no,Delhi,88.7
4245,Sedan,60000,Manual,1,Ford,Ford Aspire,2015,3.8,third party insurance,Diesel,5,21,9,Black,4.0,yes,no,Delhi,99.0
4246,SUV,120000,Manual,1,Tata,Tata Harrier,2019,14.5,third party insurance,Diesel,5,35,9,Others,4.0,yes,no,Delhi,138.1
4247,Hatchback,9545,Manual,1,Hyundai,Hyundai i10,2011,2.0,third party insurance,Petrol,5,12,8,Grey,4.0,no,no,Delhi,78.9
4248,SUV,20000,Automatic,1,Mahindra,Mahindra Thar,2022,17.3,third party insurance,Petrol,4,24,9,Others,4.0,yes,no,Delhi,150.0
4249,SUV,36002,Manual,1,Ford,Ford Ecosport,2018,7.91,comprehensive,Petrol,5,27,9,Red,3.0,no,no,Delhi,121.31
4250,Hatchback,30854,Automatic,2,Maruti,Maruti Baleno,2021,7.79,comprehensive,Petrol,5,27,9,Red,4.0,no,no,Delhi,81.8
4251,Sedan,45000,Manual,1,Maruti,Maruti Swift Dzire,2018,6.5,comprehensive,Diesel,5,29,9,Golden,4.0,yes,no,Delhi,74.02
4252,Hatchback,52654,Manual,1,Maruti,Maruti Swift,2019,4.82,third party insurance,Petrol,5,19,8,Others,4.0,no,no,Delhi,88.5
4253,Hatchback,34151,Manual,1,Hyundai,Hyundai Santro,2019,5.62,comprehensive,CNG,5,22,9,Silver,4.0,no,no,Delhi,58.0
4254,Hatchback,29000,Manual,1,Renault,Renault KWID,2017,3.1,comprehensive,Petrol,5,21,9,White,3.0,no,no,Delhi,67.0
4255,Sedan,31873,Manual,1,Honda,Honda City,2019,8.92,comprehensive,Petrol,5,27,9,White,4.0,no,no,Delhi,117.6
4256,Sedan,24000,Manual,1,Hyundai,Hyundai Verna,2015,5.3,third party insurance,Petrol,5,26,9,Red,4.0,no,no,Delhi,121.3
4257,Hatchback,52129,Manual,1,Maruti,Maruti Baleno,2016,5.49,comprehensive,Petrol,5,28,9,Silver,4.0,no,no,Delhi,83.1
4258,Sedan,82000,Manual,2,Honda,Honda City,2009,2.35,third party insurance,Petrol,5,20,9,Silver,4.0,no,no,Delhi,118.0
4259,Sedan,64000,Manual,1,Maruti,Maruti Ciaz,2015,5.95,third party insurance,Petrol,5,22,9,Silver,4.0,no,no,Delhi,91.1
4260,SUV,75000,Automatic,1,Mercedes-Benz,Mercedes-Benz GL-Class,2016,38.5,comprehensive,Diesel,7,30,9,Blue,6.0,yes,no,Delhi,254.8
4261,MUV,50000,Manual,1,Renault,Renault Triber,2020,5.86,comprehensive,Petrol,7,22,9,White,3.0,no,no,Delhi,72.0
4262,SUV,63000,Automatic,1,BMW,BMW X1,2018,20.25,comprehensive,Diesel,5,36,9,Blue,4.0,yes,no,Delhi,188.0
4263,Hatchback,63000,Automatic,1,Maruti,Maruti Celerio,2014,3.85,third party insurance,Petrol,5,13,8,Red,3.0,no,no,Delhi,67.04
4264,SUV,79000,Manual,1,Tata,Tata Safari Storme,2014,5.45,third party insurance,Diesel,7,15,8,Brown,4.0,yes,no,Delhi,138.1
4265,Hatchback,64000,Manual,1,Honda,Honda Brio,2012,2.95,third party,Petrol,5,16,9,White,4.0,no,no,Delhi,86.8
4266,SUV,16000,Automatic,1,Mahindra,Mahindra XUV700,2022,27.75,comprehensive,Diesel,7,27,9,White,4.0,yes,no,Delhi,182.38
4267,Sedan,50236,Automatic,1,Lexus,Lexus ES,2019,49.75,third party insurance,Petrol,5,40,9,White,4.0,yes,no,Delhi,175.67
4268,Sedan,28000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,39.5,comprehensive,Diesel,5,38,9,White,4.0,yes,no,Delhi,191.7
4269,Hatchback,6624,Manual,1,Renault,Renault KWID,2022,4.89,third party insurance,Petrol,5,25,9,Blue,3.0,no,no,Delhi,67.06
4270,Sedan,48077,Manual,2,Honda,Honda Amaze,2013,3.26,third party insurance,Petrol,5,14,9,Others,4.0,no,no,Delhi,86.7
4271,Sedan,36000,Automatic,1,Audi,Audi A4,2016,15.49,comprehensive,Diesel,5,34,9,Blue,4.0,yes,no,Delhi,187.74
4272,Hatchback,71355,Manual,1,Hyundai,Hyundai i20,2016,5.47,third party insurance,Petrol,5,24,9,White,4.0,no,no,Delhi,81.83
4273,Hatchback,76282,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,6.14,comprehensive,Petrol,5,24,9,Blue,4.0,no,no,Delhi,81.86
4274,Sedan,40000,Automatic,2,Jaguar,Jaguar XJ,2018,53.0,comprehensive,Diesel,5,30,9,Black,6.0,yes,no,Delhi,301.73
4275,Hatchback,25091,Manual,1,Hyundai,Hyundai Grand i10,2017,4.45,comprehensive,Petrol,5,23,9,Others,4.0,no,no,Delhi,81.86
4276,Sedan,80000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,22.0,comprehensive,Diesel,5,28,9,Silver,4.0,yes,no,Delhi,136.0
4277,Hatchback,42857,Manual,1,Hyundai,Hyundai i10,2013,2.85,comprehensive,Petrol,5,17,9,Silver,4.0,no,no,Delhi,78.9
4278,SUV,70000,Manual,1,Mahindra,Mahindra TUV 300,2017,6.0,third party insurance,Diesel,7,23,9,Others,3.0,yes,no,Delhi,100.0
4279,Sedan,96000,Automatic,1,BMW,BMW 5 Series,2016,23.5,comprehensive,Diesel,5,29,9,Grey,4.0,yes,no,Delhi,190.0
4280,SUV,66999,Automatic,1,MG,MG Hector,2021,16.75,comprehensive,Petrol,5,32,9,White,4.0,yes,no,Delhi,141.0
4282,Sedan,33000,Automatic,1,Mercedes-Benz,Mercedes-Benz CLA,2018,28.5,third party insurance,Diesel,5,28,9,White,4.0,yes,no,Delhi,136.0
4283,Sedan,65000,Automatic,1,Toyota,Toyota Corolla Altis,2014,6.95,comprehensive,Petrol,5,26,9,Silver,4.0,no,no,Delhi,138.03
4284,Hatchback,49000,Automatic,1,Maruti,Maruti Baleno,2018,7.25,third party insurance,Petrol,5,28,9,Grey,4.0,no,no,Delhi,83.1
4285,Convertibles,80000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2010,7.9,comprehensive,Petrol,2,26,9,Silver,6.0,no,no,Delhi,272.0
4286,MUV,88000,Manual,2,Toyota,Toyota Innova,2014,9.75,third party insurance,Diesel,7,13,9,Silver,4.0,yes,no,Delhi,100.6
4287,Sedan,74000,Manual,1,Maruti,Maruti Swift Dzire,2014,5.0,third party insurance,Diesel,5,17,9,Grey,4.0,yes,no,Delhi,74.0
4288,SUV,23000,Automatic,1,MG,MG Hector,2020,16.5,third party insurance,Petrol,5,38,9,Red,4.0,yes,no,Delhi,141.0
4289,Hatchback,32192,Manual,1,Maruti,Maruti Alto K10,2015,2.53,third party,Petrol,5,20,9,Silver,3.0,no,no,Delhi,65.71
4290,Sedan,53930,Manual,1,Maruti,Maruti Swift Dzire,2017,4.96,zero dep,Petrol,5,24,9,White,4.0,no,no,Delhi,88.5
4291,SUV,70000,Manual,2,Ford,Ford Ecosport,2017,5.1,third party insurance,Petrol,5,27,9,Others,3.0,no,no,Delhi,121.31
4292,Sedan,47121,Manual,2,Honda,Honda City,2015,5.54,comprehensive,Petrol,5,22,9,Red,4.0,no,no,Delhi,117.3
4293,SUV,65000,Automatic,1,Toyota,Toyota Fortuner,2014,14.25,comprehensive,Diesel,7,23,9,White,4.0,yes,no,Delhi,168.5
4294,Hatchback,39000,Manual,2,Hyundai,Hyundai i20,2017,4.85,third party insurance,Petrol,5,19,8,White,4.0,no,no,Delhi,81.83
4295,SUV,20000,Manual,1,Maruti,Maruti Grand Vitara,2023,14.25,third party insurance,CNG,5,24,9,Others,4.0,no,no,Delhi,86.63
4296,Sedan,150000,Manual,1,Hyundai,Hyundai Xcent,2016,3.77,third party insurance,Diesel,5,22,9,Others,3.0,yes,no,Delhi,71.0
4297,Hatchback,110000,Manual,3,Maruti,Maruti Wagon R,2009,1.0,third party insurance,Petrol,5,16,9,Others,3.0,no,no,Delhi,67.0
4298,SUV,70000,Automatic,2,Ford,Ford Endeavour,2017,22.5,third party insurance,Diesel,7,32,9,Others,4.0,yes,no,Delhi,197.0
4299,Hatchback,80000,Manual,2,Hyundai,Hyundai i20,2016,4.25,third party insurance,Petrol,5,21,9,Others,4.0,no,no,Delhi,81.83
4300,Hatchback,40000,Manual,2,Maruti,Maruti Swift,2016,4.15,third party insurance,Petrol,5,28,9,Silver,4.0,no,no,Delhi,81.8
4301,SUV,20000,Automatic,1,Skoda,Skoda Kushaq,2021,15.8,third party insurance,Petrol,5,31,9,White,3.0,yes,no,Delhi,113.98
4302,Hatchback,74000,Manual,2,Maruti,Maruti Wagon R,2011,1.65,third party insurance,Petrol,5,25,9,Grey,4.0,no,no,Delhi,81.8
4303,Sedan,62000,Automatic,2,BMW,BMW 5 Series,2018,35.5,comprehensive,Diesel,5,37,9,Blue,4.0,twin,no,Delhi,187.74
4304,Hatchback,80000,Manual,1,Maruti,Maruti Swift,2009,86.0,third party insurance,Petrol,5,13,8,Gray,4.0,no,no,Delhi,88.2
4305,MUV,100000,Manual,2,Maruti,Maruti Ertiga,2014,5.6,third party insurance,Diesel,7,20,9,Others,4.0,yes,no,Delhi,88.76
4306,Hatchback,23256,Manual,1,Maruti,Maruti Baleno,2020,6.34,third party,Petrol,5,27,9,Silver,4.0,no,no,Delhi,81.8
4307,Hatchback,29120,Manual,1,Maruti,Maruti Ignis,2022,5.25,zero dep,Petrol,5,22,8,Blue,4.0,no,no,Delhi,81.8
4308,SUV,62000,Manual,1,Ford,Ford Ecosport,2018,6.6,third party insurance,Diesel,5,29,9,Grey,4.0,yes,no,Delhi,98.96
4309,Sedan,90513,Manual,1,Maruti,Maruti Swift Dzire,2017,5.62,comprehensive,Diesel,5,30,9,Others,4.0,yes,no,Delhi,74.02
4310,SUV,49396,Manual,1,Hyundai,Hyundai Creta,2018,11.14,comprehensive,Diesel,5,28,9,White,4.0,yes,no,Delhi,126.2
4311,Sedan,120000,Manual,2,Toyota,Toyota Corolla Altis,2008,1.0,third party insurance,Petrol,5,17,9,Gray,4.0,no,no,Delhi,138.1
4312,Hatchback,18475,Manual,1,Maruti,Maruti Alto 800,2019,3.44,zero dep,Petrol,5,13,8,White,3.0,no,no,Delhi,47.33
4313,SUV,100000,Automatic,2,Audi,Audi Q7,2018,47.5,third party insurance,Diesel,7,32,9,White,6.0,yes,no,Delhi,241.4
4314,Hatchback,27792,Manual,1,Hyundai,Hyundai Santro,2019,5.3,zero dep,CNG,5,22,9,Silver,4.0,no,no,Delhi,58.0
4315,Sedan,55000,Automatic,1,BMW,BMW 5 Series,2019,45.0,comprehensive,Petrol,5,37,9,Blue,4.0,twin,no,Delhi,248.08
4316,Sedan,72000,Manual,1,Honda,Honda City,2011,2.78,third party insurance,Petrol,5,20,9,White,4.0,no,no,Delhi,118.0
4317,Sedan,10000,Automatic,1,Mercedes-Benz,Mercedes-Benz A-Class Limousine,2022,47.0,third party insurance,Diesel,5,40,9,Blue,4.0,yes,no,Delhi,147.51
4318,SUV,25000,Automatic,1,Mahindra,Mahindra Alturas G4,2021,30.5,third party insurance,Diesel,7,34,9,Black,4.0,yes,no,Delhi,178.49
4319,SUV,40000,Manual,1,Hyundai,Hyundai Creta,2017,6.9,third party insurance,Petrol,5,23,9,Red,4.0,no,no,Delhi,121.3
4320,MUV,150000,Manual,1,Maruti,Maruti Ertiga,2014,5.5,third party insurance,Diesel,7,23,9,Others,4.0,yes,no,Delhi,88.8
4321,Sedan,80000,Automatic,1,Maruti,Maruti Ciaz,2020,8.2,third party insurance,Petrol,5,24,9,Others,4.0,no,no,Delhi,103.25
4322,Hatchback,120000,Manual,2,Volkswagen,Volkswagen Polo,2011,2.1,third party insurance,Petrol,5,18,9,Others,4.0,no,no,Delhi,103.5
4323,SUV,60000,Manual,1,Mahindra,Mahindra XUV500,2013,3.99,third party insurance,Diesel,7,22,9,Others,4.0,yes,no,Delhi,140.0
4324,Sedan,70000,Manual,1,Honda,Honda City,2018,7.2,third party insurance,Petrol,5,27,9,Others,4.0,no,no,Delhi,117.6
4325,Hatchback,57100,Manual,1,Hyundai,Hyundai Grand i10,2014,3.4,comprehensive,Petrol,5,16,8,Grey,4.0,no,no,Delhi,82.0
4326,Hatchback,45623,Manual,1,Maruti,Maruti S-Presso,2021,4.57,zero dep,CNG,4,21,9,Others,3.0,no,no,Delhi,58.33
4327,SUV,100000,Manual,3,Ford,Ford Ecosport,2015,3.8,third party insurance,Petrol,5,19,9,Others,3.0,yes,no,Delhi,123.37
4328,Sedan,7660,Automatic,1,Maruti,Maruti Swift Dzire,2019,6.53,zero dep,Petrol,5,29,9,Red,4.0,no,no,Delhi,81.8
4329,Sedan,35272,Manual,1,Hyundai,Hyundai Xcent,2016,4.26,comprehensive,Diesel,5,18,9,Silver,3.0,yes,no,Delhi,73.97
4330,Hatchback,8526,Automatic,1,Renault,Renault KWID,2021,4.65,comprehensive,Petrol,5,22,9,Blue,3.0,no,no,Delhi,67.0
4331,Hatchback,62929,Manual,1,Hyundai,Hyundai i20,2011,2.45,comprehensive,Petrol,5,20,9,White,4.0,no,no,Delhi,82.85
4332,Hatchback,30000,Manual,2,Maruti,Maruti Alto,2010,80.0,third party insurance,CNG,5,7,9,Others,3.0,no,no,Delhi,38.4
4333,Hatchback,53127,Manual,2,Maruti,Maruti Swift,2017,4.32,third party,Petrol,5,21,8,Red,4.0,no,no,Delhi,83.11
4334,MUV,42000,Manual,1,Maruti,Maruti Ertiga,2018,8.45,comprehensive,Petrol,7,22,9,Grey,4.0,no,no,Delhi,91.1
4335,SUV,20000,Manual,1,Ford,Ford Ecosport,2017,5.8,third party insurance,Diesel,5,27,9,Others,4.0,yes,no,Delhi,98.96
4336,Hatchback,57000,Manual,1,Maruti,Maruti Wagon R,2013,2.35,comprehensive,Petrol,5,11,8,Grey,3.0,no,no,Delhi,67.1
4337,Hatchback,44000,Manual,1,Maruti,Maruti Wagon R,2013,2.7,comprehensive,Petrol,5,17,9,White,3.0,no,no,Delhi,67.04
4338,SUV,64000,Automatic,1,Ford,Ford Ecosport,2015,6.25,comprehensive,Petrol,5,33,9,Silver,3.0,no,no,Delhi,120.69
